NOx	Pb	O3	CO	longitude	CH4	TEMP	PAHs	warning	SO2	NH3	CFCs	C2H3NO5	PM2.5	PRES	PM10	H2CO	latitude
6.82965	52.49627	9.70171	6.97880	9.72749	7.55900	2.20310	7.67777	0.00000	9.69771	7.18246	71.13076	8.66436	7.07878	1173.55699	8.77260	49.72507	48.28259
6.62860	43.85153	11.23131	5.52077	17.8031	7.50343	24.43812	8.71056	0.00000	5.40085	5.09087	70.59231	5.22118	5.49023	1116.98981	8.00798	60.85376	48.43174
7.60274	50.07897	8.78612	6.36908	-2.31938	6.27422	13.38275	7.13186	0.00000	8.64690	10.82294	71.81533	2.38157	6.21871	1139.97830	5.24590	59.10720	6.46346
7.21986	42.72419	5.34214	6.24205	-3.53261	7.69265	14.55496	6.39965	0.00000	9.46359	6.92892	70.49513	8.34521	5.42984	1190.22849	8.55311	41.47376	40.42386
7.92837	33.80947	4.42280	8.67178	-111.78903	5.82430	13.10314	5.71575	1.00000	8.16327	10.73768	72.38513	3.58275	8.92349	1166.64871	6.94908	57.77212	33.35283
11.45347	69.49709	7.74662	5.94622	0.47713	7.52412	11.39779	6.35282	1.00000	7.05124	6.04325	58.58169	5.60345	10.15507	1113.57979	8.02421	44.32555	51.39323
6.93501	49.47674	10.81197	5.78136	-73.89125	6.93395	18.34032	5.62082	1.00000	7.03378	9.52540	75.07402	4.81291	8.47267	1195.48628	7.74920	32.18671	40.67705
4.85917	70.62166	5.96094	8.95285	1.26738	6.48066	19.34365	6.96266	0.00000	7.46368	6.86125	65.95636	2.59331	5.24085	1088.02290	6.06606	63.67457	51.84819
5.79304	37.02209	5.97354	8.35635	2.2469	6.81290	8.32998	7.73489	1.00000	5.40876	7.08189	66.18716	2.28414	4.68938	1141.46741	6.53389	62.69747	48.90472
7.04086	81.51962	5.60762	9.52701	153.10236	8.02447	12.34116	7.74858	1.00000	9.01749	4.26675	65.46346	5.06914	5.65850	1107.30001	7.72715	62.12220	-27.50578
8.21558	47.19266	8.48888	5.45982	-119.0376	8.45775	27.18919	6.79710	1.00000	7.19620	9.88797	77.82359	4.23091	9.02089	1187.12832	7.12468	60.53099	34.21639
9.33139	31.37077	7.91649	7.23691	10.03478	7.15544	26.81342	5.33889	1.00000	9.21929	9.18173	98.32659	1.16564	8.79729	1189.07114	5.27550	41.10334	37.16911
10.21779	46.19554	7.61107	8.15854	84.63445	7.32808	9.76273	3.93386	1.00000	7.29561	8.03220	63.71527	2.66157	10.09664	1138.46620	6.28607	56.43806	24.81757
8.41575	70.62813	9.62544	3.88809	47.1192	7.08993	29.80469	7.80554	1.00000	7.33523	9.66108	75.68074	15.30270	9.02565	1173.93782	9.32757	64.78470	42.819
5.34624	85.06301	7.70738	5.03988	3.55665	8.94683	22.71419	4.72261	0.00000	8.18544	9.12057	68.65052	2.82903	6.82315	1078.50958	7.34450	44.43210	36.72544
6.67720	78.01497	5.87870	9.17844	73	7.79534	26.83642	9.72526	1.00000	7.20889	6.29830	68.24047	11.58378	6.43494	1133.23651	8.94769	47.96078	40.93333
6.75445	48.80527	11.98750	4.27371	4.07601	8.45138	9.98633	6.73984	0.00000	8.64210	4.83561	69.26837	10.23787	6.12743	1060.46310	8.85414	58.35325	50.88506
7.79255	38.32567	8.94812	6.61659	34.3869	6.56558	38.43849	8.77545	0.00000	7.53108	9.02869	74.18203	2.29089	7.26041	1193.81618	6.77332	72.82987	11.8659
8.77246	35.06027	8.27264	6.62564	22.53083	7.91321	14.06497	6.57494	0.00000	8.41584	7.03241	72.15250	3.23095	3.74783	1190.19713	6.69615	59.12696	44.22639
4.00270	41.25152	8.59030	7.79242	-0.76773	8.04275	21.95837	7.03075	0.00000	8.28544	6.17463	75.11244	1.70399	6.47711	1170.76421	6.42479	69.76658	38.38479
6.05372	40.87721	5.47196	8.74389	-6.00137	8.15926	24.56587	9.22615	1.00000	7.36272	7.36871	72.00037	2.32224	8.92077	1155.07018	6.75056	74.09957	33.42585
7.14327	67.00421	8.50728	6.24229	-117.23991	7.57129	35.49416	5.86153	1.00000	6.90633	10.26982	71.27666	12.71551	9.34808	1173.50879	9.20515	51.66912	47.64995
5.44123	41.73760	9.01309	7.15010	-73.81669	7.13351	30.22414	7.40713	0.00000	6.73746	7.03645	84.51595	2.98866	5.37847	1089.09085	6.90178	40.22965	45.44868
5.33574	62.89257	9.69068	7.27223	-81.23621	7.66987	0.38368	5.27481	0.00000	8.67871	7.15437	74.91893	2.39603	6.40122	1184.39364	6.84410	35.16243	33.98154
9.54412	37.73569	8.71125	7.01378	-81.26367	6.00965	-2.64559	5.53823	1.00000	7.63471	8.06769	69.91319	3.35204	8.22450	1085.28181	7.14271	82.07548	28.90054
8.36445	44.55110	6.33398	6.68535	89.20083	7.60024	25.51701	7.15640	0.00000	6.49308	5.98920	77.62480	3.52630	3.76514	1149.25492	6.93447	47.78273	55.54028
11.48512	46.50158	7.40672	6.87563	-0.18333	8.65409	16.63734	5.72531	1.00000	6.22260	6.73215	75.53724	2.72757	9.58108	1114.97292	6.77082	50.18901	38.96667
8.44912	36.88146	4.76362	8.28852	-73.49484	9.11689	10.71108	7.56039	0.00000	6.79866	7.75331	76.94062	11.67740	3.65268	1177.18880	8.87288	62.26467	41.14676
5.85360	23.16392	7.35518	2.73792	48.26258	6.71868	18.09229	3.89484	0.00000	7.87867	8.44762	72.32231	6.65336	7.28823	1085.74952	8.41235	24.53064	33.86419
10.03749	67.61956	9.33827	7.53700	-82.35176	8.77441	27.71971	4.82689	1.00000	7.86379	7.56027	66.46583	37.41583	7.87204	1181.50114	10.29643	55.92080	27.71809
3.82202	46.41202	9.34959	4.20958	-120.45794	7.63979	6.79582	3.52783	0.00000	6.33146	5.45696	71.49037	2.34511	8.69276	1123.29697	6.65435	32.65102	34.63915
10.84027	59.90353	9.50693	5.93315	100.24529	10.11918	8.24923	5.17760	1.00000	7.71408	6.54533	68.23921	1.89306	10.39028	1128.24151	4.53744	36.68289	5.4709
7.25852	60.56195	10.24265	5.13074	-71.06616	9.31599	17.37825	6.12879	0.00000	8.68272	6.05899	74.68219	2.82445	6.68133	1195.24160	7.00442	51.70354	42.4251
9.10787	72.30328	9.33355	6.30936	114.10479	6.65994	8.60892	6.26566	1.00000	6.34945	7.58346	71.45870	2.19020	7.83363	1165.65297	7.23318	91.86812	22.37066
4.78575	42.55033	6.51814	5.41601	8.77155	6.59536	9.41321	6.65245	1.00000	7.02023	9.29217	71.98733	1.71959	6.47292	1176.89318	7.10890	48.61005	50.23019
8.14344	59.32622	9.81047	6.00142	37.00438	7.51102	19.08020	4.53225	0.00000	7.83519	8.78876	62.98840	5.17805	5.45416	1154.83229	7.67783	56.16187	-7.60361
9.12078	53.90268	10.12538	5.46155	73.38333	5.85544	16.64098	6.91152	1.00000	6.18360	8.01196	76.50965	2.29533	7.30866	1184.07193	6.93628	64.08205	31.71667
5.78762	55.38667	5.08347	9.15470	-13.2356	6.17492	6.73962	8.92338	1.00000	8.37958	6.00976	61.65871	1.63181	5.94526	1142.03493	6.34235	71.25753	8.48714
3.83269	60.53215	6.16895	8.68732	40.17171	8.66153	19.31118	7.23793	1.00000	8.19571	4.49465	67.81152	4.35871	5.51115	1069.73611	7.58881	56.27017	58.1908
9.32321	86.93762	6.73297	8.73715	73.85535	6.74549	17.83177	5.12914	1.00000	7.43608	7.19102	63.13580	4.43878	8.15286	1191.03274	7.80946	36.47283	18.51957
5.56727	53.48593	7.30630	8.35448	13.32127	7.52812	17.14741	6.98054	1.00000	8.01221	4.57181	62.22322	10.40594	4.10789	1069.04314	8.89174	67.62620	52.59319
7.16118	45.96012	9.86831	5.03378	-5.53715	9.08441	32.56785	5.90537	0.00000	6.23941	6.18871	80.30960	2.51870	6.24623	1065.50566	4.59275	67.32244	50.11861
6.78158	46.75311	7.85749	8.23001	40.74357	7.31068	30.73641	9.59271	0.00000	8.54250	7.03859	75.16305	4.64748	3.40753	1120.60550	7.72186	48.11555	37.31309
10.25966	67.09436	8.89314	6.03413	-73.97069	6.61652	20.06762	3.63752	1.00000	7.90818	8.03255	78.05602	5.50040	13.57937	1120.47534	7.69797	51.07555	40.64621
6.91095	71.23259	9.10141	7.73102	-1.99421	7.61859	12.55414	8.05573	0.00000	6.98052	9.99760	52.41348	12.94708	4.96494	1189.27676	9.13190	53.62995	51.35084
4.28981	59.16879	7.63403	7.19367	128.9889	7.83061	15.26071	5.81391	0.00000	7.99894	6.11294	85.44902	5.05199	6.97399	1113.12042	7.88057	41.03852	37.1759
4.57191	32.83481	7.06431	7.83845	40.74357	7.60854	32.31031	8.74983	1.00000	7.64374	5.88178	75.03732	1.69574	3.94622	1090.89480	6.49751	41.82095	37.31309
7.59755	54.06610	8.36717	5.67166	-96.67834	7.39522	10.45810	7.82423	1.00000	7.56765	10.31608	80.68986	10.86566	6.74477	1094.85562	8.92132	50.60000	34.77453
6.07639	51.71732	10.92936	6.60514	5.4384	6.62387	19.48287	5.32732	1.00000	6.96283	9.67849	73.41955	7.29897	7.37451	1051.77816	8.67602	38.23648	43.2907
6.60850	53.69668	11.35532	4.72269	75.06583	8.16868	13.98351	7.10275	0.00000	8.80413	4.93756	72.45795	3.31647	6.17963	1159.55615	6.60700	55.87326	32.17629
7.68591	47.33743	8.91350	8.72911	69.49015	9.41718	33.30422	10.32416	0.00000	9.26613	10.56215	68.26086	3.35223	5.46541	1116.59705	7.79092	67.55048	56.11281
4.98070	35.41043	7.29140	6.71377	21.32778	5.72910	11.67144	6.61376	1.00000	8.06103	7.67609	87.84213	2.32886	7.90161	1080.54311	5.51796	59.18377	42
10.54389	33.80442	5.32463	9.90003	14.39024	7.94092	0.74313	5.67598	1.00000	7.10378	6.12646	77.65154	3.18237	6.32375	1187.75944	7.17823	33.54518	42.22718
5.58728	33.22532	8.47626	4.96271	139.55722	6.99704	7.34901	5.03287	0.00000	9.20285	4.91113	60.13380	6.25805	7.76125	1160.32803	7.99429	44.04354	36
9.35874	51.28733	12.96259	3.26052	105.75635	7.50569	12.18889	6.84179	1.00000	6.92860	7.78347	76.00631	2.39324	8.73889	1135.61756	6.17651	53.22663	10.29085
8.44174	43.77155	7.50672	6.00012	-84.20299	7.84465	17.79305	7.08102	1.00000	7.61379	10.92375	79.38266	6.00697	8.05129	1167.83833	8.35541	53.96076	39.43534
9.57184	50.89625	8.48485	6.91265	121.96361	8.67991	5.71547	5.15477	1.00000	7.16273	8.81439	61.49498	3.74801	9.12062	1056.19143	7.22186	45.53776	6.95194
8.01384	67.98486	6.76699	8.41512	38.02486	7.22778	16.22775	5.13062	1.00000	7.45618	9.85327	65.86771	6.47067	8.23032	1163.07167	8.16029	47.39696	55.64776
3.45976	39.57756	5.29303	8.13005	111.73861	5.99807	2.53843	7.09221	1.00000	10.08207	6.49435	77.80134	2.43852	5.48178	1153.82799	6.72897	27.00062	35.20889
4.54936	65.14009	7.40839	3.44093	15.00835	8.05692	21.62372	4.09402	0.00000	9.07022	6.44971	80.61505	3.00635	6.54345	1182.69182	6.68021	45.33828	51.14942
7.45543	28.39459	11.64915	3.71535	8.96317	7.67529	7.48763	5.82888	1.00000	8.66357	9.22136	82.58187	3.59885	11.34302	1087.66439	7.48418	54.95866	48.35149
3.91530	70.04938	6.76256	5.23094	125.51176	6.94898	-4.02897	5.93993	0.00000	6.75096	6.85541	66.34906	22.99069	7.14529	1182.22753	9.79108	72.95862	42.64031
5.68659	58.74465	4.80905	9.79057	-122.40433	6.21601	-10.35854	8.24835	1.00000	7.58776	3.56142	77.81959	3.11222	4.38269	1182.04436	7.18224	51.64857	37.71715
7.36818	63.14880	8.47570	5.64441	38.2739	6.28574	36.50713	5.81744	1.00000	8.30580	10.52923	60.80603	6.57949	10.57603	1139.50677	8.20406	23.36363	46.7055
6.36111	74.01951	8.23503	8.50383	29.47306	8.10308	31.71141	4.03578	1.00000	6.71835	11.42530	62.66899	31.44873	8.38689	1073.21749	10.09541	41.72641	0.49113
8.84320	39.80118	10.56151	4.33830	120.33063	7.53333	3.50222	6.57991	1.00000	9.16097	8.45206	76.91574	4.05985	9.70886	1168.23845	7.56153	28.34928	37.65181
5.26066	65.54207	5.48751	9.39305	24.6522	8.33790	17.28567	5.84639	1.00000	7.83344	13.43103	68.43573	2.88716	5.80406	1084.27796	7.15179	43.52838	60.2052
6.42039	49.97276	9.28953	5.40551	150.99292	7.50224	14.52027	8.33481	0.00000	8.02125	3.97376	83.62208	2.38571	5.74087	1094.10775	6.23824	44.57627	-33.75881
7.87865	14.20204	9.59206	8.58366	0.75	7.96353	5.17320	9.56672	0.00000	7.00338	9.38669	72.07681	2.91499	7.48923	1116.28281	6.54448	37.63045	52.41667
9.01158	47.29494	7.39919	4.27854	-101.2591	7.33876	-2.93859	9.29859	1.00000	8.61459	9.83840	63.91754	3.63958	7.60403	1137.04226	7.67832	44.53524	21.01858
3.51963	78.30575	8.87584	5.38497	-60.1831	8.27514	12.98355	4.23298	0.00000	7.05338	5.70382	86.61974	11.05898	9.20627	1052.99835	8.97721	41.72066	46.1351
5.25824	52.44772	7.23550	7.79161	-95.63079	6.98372	11.84882	8.01830	1.00000	7.16166	6.08978	75.35400	4.94269	5.57640	1097.57115	8.09685	77.23315	31.76212
12.65895	51.18291	7.07534	6.79354	-83.2321	6.84902	8.01923	4.43822	1.00000	6.60433	4.37448	81.92767	4.91051	13.11900	1144.93581	7.63715	65.42048	33.08014
4.02977	83.15134	8.04810	5.84931	2.25	6.95657	13.62665	3.49783	0.00000	7.15132	8.60843	69.88402	3.16960	5.82231	1113.58475	6.51758	65.05848	50.75
4.69786	27.57810	6.13022	7.15409	-3.59625	8.42946	8.37869	5.09418	1.00000	6.84923	9.09914	72.61131	2.72026	8.11370	1118.19952	6.76921	48.09186	5.27247
6.99549	62.95097	8.98525	6.57516	-74.38987	7.91173	21.37932	6.32659	0.00000	6.96598	10.48383	52.31124	5.37203	5.85034	1182.79425	7.95561	43.61866	40.65538
10.25024	49.25039	7.93672	5.97616	-5.53715	7.92715	12.55325	5.43832	1.00000	8.32375	7.13287	66.29410	2.64973	11.57302	1119.38394	6.18452	63.51660	50.11861
6.11192	65.67027	7.46605	4.28105	-1.5443	8.11130	-1.70329	6.49182	0.00000	7.51983	8.30049	88.57622	7.69056	6.66443	1100.54303	8.50243	31.55627	50.75767
5.21349	46.22424	4.58751	9.89955	29.26639	7.50407	8.68997	9.52432	1.00000	8.26678	5.25618	75.36208	1.05744	6.81304	1084.99532	5.67224	51.41172	37.58105
5.02193	34.92138	4.40029	9.20640	-13.2356	7.73292	-0.59586	9.66026	1.00000	9.03346	7.23388	74.85159	1.51871	5.68979	1088.26811	6.74827	36.42161	8.48714
4.72636	40.11685	5.08975	8.47489	-77.4286	7.86791	22.68055	8.02061	1.00000	6.58034	7.32378	74.21402	4.46491	6.92577	1132.77953	7.61204	50.63070	39.00622
7.40635	51.79316	11.17247	5.93579	33.9162	7.36051	4.96645	9.87498	0.00000	6.68089	4.40900	55.08542	2.27729	5.15595	1100.14894	5.36093	46.32049	51.67822
6.63419	41.47612		9.43483	-120.45794	7.86191	17.57565	10.65823	1.00000	6.58689	6.78918	83.90845	1.98119	4.08432	1051.06857	6.03379	57.41944	34.63915
7.36622	76.72253	4.09751	10.26753	-75.11028	7.95210	14.37020	11.59773	0.00000	6.92930	7.90978	58.07465	2.05785	8.67266	1186.64825	5.87365	47.05910	-15.21194
4.64519	53.78459	5.52857	8.24271	30.38167	6.40284	10.04408	7.55930	1.00000	6.18981	6.75897	69.99725	3.24463	9.88164	1188.29826	7.31889	36.45442	59.80917
4.59860	79.84112	4.78130	9.33034	31.4976	7.42331	5.60000	10.51247	1.00000	8.03643	7.41453	76.60897	3.39330	6.08419	1107.99657	7.18238	35.03537	26.67319
6.68993	43.68225	5.99086	8.73373	139.55722		14.79358	8.99530	1.00000	7.91852	7.89123	69.39733	3.38115	6.36976	1178.43707	7.10379	50.06662	36
5.57073	36.40740	7.69637	6.65969	84.63445	7.10506	24.87895	7.92057	0.00000	8.23504	5.16333	72.23409	8.98052	4.83389	1145.60725	8.71457	71.31676	24.81757
6.91052	70.84667	8.71013	4.55016	24.71204	7.17405	5.76585	7.19134	0.00000	8.35179	3.79195	62.68745	6.77217	3.54813	1114.91586	8.31949	44.67835	41.57439
5.79570	55.36941	4.62995	9.47887	-83.55521	11.14162	14.94234	8.74964	1.00000	7.43938	6.16605	61.28617	5.22890	5.42351	1062.32709	7.94868	57.55398	41.66394
9.31688	56.14279	7.75082	8.91168	28.67582	8.64179	32.24563	5.13536	1.00000	8.26278	7.09020	59.78906	5.63129	6.61348	1142.34617	8.11802	28.93102	40.98894
8.45749	59.13656	10.49291	5.69301	-98.1664	6.29706	24.12987	7.21620	1.00000	7.09902	6.94246	53.28501	2.36519	6.38481	1077.29693	6.74230	48.55940	19.32932
5.23573	34.16045	8.84045	7.91446	127.08472	8.03362	14.79867	7.50292	0.00000	6.48886	6.99706	66.07630	14.07026	6.63016	1175.86417	9.20894	63.14274	36.20389
7.24871	71.41227	7.57301	6.34915	-71.19901	5.68794	9.30496	5.69899	1.00000	8.04361	10.39262	80.93923	3.36432	10.47208	1088.86354	7.55121	56.04708	-30.60106
9.22087	63.02917	4.71135	9.52548	-58.38341	7.15160	21.32859	7.16035	1.00000	9.62030	6.01614	68.42973	4.07193	7.65728	1104.21050	6.01690	29.96517	-34.64966
5.55091	49.11543	10.39999	4.62439	-86.11084	10.04905	12.98961	4.66418	0.00000	9.56637	5.54596	57.18703	2.63540	6.70092	1164.75515	7.22044	70.35470	41.75338
11.66792	60.44350	6.46084	8.76769	4.52529	9.01153	23.27573	4.41516	1.00000	5.62040	6.90621	59.15273	4.49144	9.19708	1186.25680	7.58175	74.88757	50.71229
6.65244	50.36782	6.61938	7.94293	-60.47389	8.52056	29.77790	10.20781	1.00000	8.51470	7.82987	85.17735	7.42187	10.23294	1108.94356	8.57445	64.05872	-34.64167
4.94349	48.44548	5.41445	9.23917	-0.45877	8.30008	14.34745	8.14609	0.00000	8.29502	4.94451	76.69249	1.17680	6.59577	1187.94506	6.51026	27.04691	46.32313
5.92179	57.91022	6.79401	9.16920	-84.50855	6.76249	19.30237	10.37501	1.00000	7.59912	5.91874	57.74110	2.31919	7.94455	1091.51950	7.04925	49.52401	39.08367
11.11588	69.57561	3.87443	9.09718	11.37703	8.24230	33.21150	5.75129	1.00000	9.14225	9.01455	72.56143	6.22307	8.33859	1068.04539	8.21645		48.06919
6.54540	51.59886	11.58554	7.52820	-76.72803	9.01229	3.50770	4.76815	0.00000	7.59699	6.83026	44.53186	3.97283	6.08617	1133.90085	6.78472	28.28833	39.32288
4.38363	32.11247	10.04301	7.16418	14.34085	7.85013	22.65263	4.51346	0.00000	8.09354	7.88327	82.11584	2.48645	8.11972	1140.85541	7.16506	34.51199	40.87363
4.10600	57.19415	6.81512	6.73821	-50.19556	6.66859	8.31236	7.72046	1.00000	9.03917	7.79681	82.92051	2.99350		1072.26983	6.46775	27.09046	-19.72806
6.53414	53.22085	10.28108	5.92074	11.04979	6.59473	14.34068	6.57982	0.00000	7.81191	5.08798	70.61823	2.58553	5.77192	1107.19481	6.90429	56.26621	44.59445
6.40311	52.50139	9.62239	5.59466	26.97253	7.72568	26.08699	5.21961	1.00000	7.84163	10.48452	62.29936	1.48758	10.78382	1111.91233	5.33171	57.86112	49.65186
9.55903	58.18363	5.37084	8.45601	85.83636	7.64604	13.33313	6.44024	1.00000	8.46445	9.82543	55.79177	3.39013	6.74788	1157.23537	6.70413	55.19400	25.66795
5.18921	56.20440	5.41793	8.03770	-3.59625	8.17671	17.44755	7.13582	1.00000	8.86418	7.07406	58.91154	1.92355	4.31869	1052.09782	6.58226	57.02508	5.27247
2.83761	45.55928	6.98163	7.94738	107.60627	6.71209	18.41064	6.83494	1.00000	8.24480	3.63401	73.84923	2.08036	2.30313	1176.64273	7.11710	66.84832	51.82721
7.48835	61.93559	4.89938	9.57693	107.60627	7.03335	5.15510	9.54845	1.00000	6.66188	7.77708	69.24950	3.36066	9.17132	1139.98963	7.47355	49.64809	51.82721
4.69611	56.04591	6.38587	7.85149	115.8614	9.65343	16.38142	6.68711	1.00000	7.11270	6.33247	72.17406	6.15968	5.06587	1055.33345	8.25537	49.98173	-31.95224
7.31953	51.06555	8.59139	4.76824	29.00974	6.96688	25.82263	7.47466	0.00000	8.41969	4.52818	55.36591	5.42856	5.29862	1062.65359	7.99925	54.47532	-24.19436
7.00851	65.97248	5.32420	8.54854	-71.06616	7.90998	23.18481	7.78595	1.00000	7.83243	7.85845	64.39029	2.27125	6.27284	1109.59287	5.98793	55.03161	42.4251
9.44496	45.91829	6.86442	6.91485	-75.60804	5.88439	36.59936	6.62893	1.00000	7.83416	8.50868	75.29170	3.69066	8.37099	1111.08838	7.41094	40.07993	39.96097
10.52416	64.25538	8.46211	7.66993	-8.53778	6.70799	16.63218	4.07016	1.00000	7.81476	6.84364	64.03043	10.42204	10.16955	1196.85262	8.87686	43.57111	7.57944
6.11935	47.97347	6.53507	3.16966	2.25	6.88434	15.53378	6.93822	0.00000	9.94805	7.76395	74.79325	3.81787	7.60341	1149.17285	7.72292	19.51731	50.75
4.51437	35.95489	8.03911	8.18244	98.50893	7.20990	4.14533	9.69026	1.00000	7.45219	6.11390	61.37933	7.98373	5.40926	1076.30189	8.49309	50.94740	16.68911
4.55915	43.60350	7.03709	4.92248	150.99292	8.15603	13.06368	4.99986	0.00000	6.48886	8.69541	68.67423	3.02542	6.28188	1170.58924	7.28506	68.33187	-33.75881
6.22439	48.25873	9.39520	7.03832	120.97844	8.27297	28.73346	6.43628	0.00000	7.28285		83.20884	3.68114	5.95070	1196.84701	6.67811	44.91274	14.8361
6.99661	48.80802	4.80863	9.86881	-80.22588	8.23138	19.90163	8.73125	1.00000	7.47213	6.02487	72.58727	3.65052	4.67372	1142.17173	7.82793	53.40415	26.2173
9.02588	55.19485	7.28391	7.98225	34.86563	8.36295	7.82351	6.68921	0.00000	7.17771	9.31365	72.30797	7.97671	5.36507	1081.95707	8.34818	53.20606	31.92923
6.24371	50.82251	5.70627	8.79558	88.28637	7.92269	25.40705	9.05645	1.00000	7.11044	6.46247	76.50789	4.81779	5.39518	1122.30333	7.66544	47.64116	23.07492
7.78885	44.80103	13.63278	6.99912	29.91582	8.32374	19.72252	4.24325	0.00000	7.34022	6.02352	79.81639	2.41311	3.06221	1139.49717	7.12380	37.64504	31.20176
9.17449	49.41068	9.74245	1.92456	16.4	6.76776	-0.85412	9.22451	1.00000	5.93376	9.25108	71.26810	6.43204	10.10348	1173.14297	8.16403	61.76756	48.25
12.42710	51.73201	7.22272	8.33512	86.59611	7.31150	17.85139	5.13132	1.00000	7.44478	5.19060	80.76854	2.62277	8.21633	1071.26566	7.49828	46.30609	25.87498
7.87847	58.76881	7.41491	11.21484	6.51352	6.21854	27.26695	3.80563	1.00000	6.21648	7.82650	69.12874	4.25039	4.99316	1115.93026	7.19131	59.44599	51.19139
5.99228	67.52527	9.57194	7.25858	16.43915	6.53432	0.30935	5.58687	0.00000	7.37183	8.92178	72.85772	2.25572	6.28841	1191.34154	6.00965	59.69445	43.50891
11.90084	47.96941	10.37366	5.94165	76.32756	9.56321	15.87545	5.27966	1.00000	6.63813	7.86951	68.47232	2.33157	8.45616	1139.67359	6.48995	47.30066	9.57046
5.76376	55.57318	9.53462	7.14414	-76.51552	5.97989	33.16787	6.89231	0.00000	7.73618	6.18725	59.47225	4.24714	6.27227	1054.47578	7.55007	66.90148	39.32011
4.22700	65.15514	7.11387	7.77646	46.83187	7.79768	25.17245	7.54381	1.00000	7.75979	5.22780	79.88545	1.54424	6.62617	1054.02790	6.60836	56.55633	14.53767
7.96745	58.49329	10.23129	7.57910	79.87116	5.91790	17.13321	4.73793	1.00000	4.36249	7.99727	55.54692	9.83144	7.34340	1053.27040	8.88252	54.00170	6.84019
6.35605	68.29746	10.12640	8.10364	79.87116	7.08242	0.24658	6.46209	0.00000	7.00322	8.87984	46.31570	3.43480	4.77396	1075.61061	6.79236	35.93903	6.84019
6.91201	35.11503	3.48645	9.92935	-1.86343	5.84173	13.94897	8.03002	1.00000	7.43545	7.90213	75.05292	2.72460	8.36508	1195.45710	6.46477	23.92340	38.10558
7.57835	59.51844	5.66867	8.36947	4.18333	7.39045	24.07765	8.92426	1.00000	7.47415	8.79195	79.76202	6.70742	7.77191	1071.61407	8.26989	0.00000	7.6
7.06292	50.10280	9.35747	6.70314	82.85749	7.19438	12.51927	4.84757	1.00000	7.34982	9.86808	62.98773	3.41215	9.56026	1101.31243	7.40143	35.75890	17.54907
7.34564	44.77641	9.42914	4.98420	139.55722	6.74776	26.04671	5.33958	0.00000	7.02128	8.38597	82.26501	4.14792	8.08724	1068.46448	7.53577	54.48453	36
6.53984	61.17077	5.28063	9.07386	136.51667	7.68677	15.04968	8.55266	1.00000	7.28137	6.95445	70.34686	2.91031	3.96315	1057.77842	7.41094	25.17360	35
5.32428	55.71631	4.96030	8.89155	38.01667	7.35117	18.46264	9.12091	1.00000	8.40504	7.22513	81.90970	6.72987	5.94031	1068.65992	8.16390	43.57324	-5.41667
9.47437	55.20944	8.11828	8.81788	101.44167	7.27911	5.67144	10.13447	1.00000	7.89240	6.01628	80.30837	2.81018	6.08032	1156.10550	5.73713	46.76460	0.51667
7.75292	49.23211	7.46942	6.01025	9.32241	7.48609	16.02790	6.15386	0.00000	7.71644	7.28409	69.54547	4.79881	5.03581	1068.71390	7.63943	77.17647	44.31771
5.85704	24.36352	7.98094	6.56981	34.11169	8.14995	-0.92107	6.94546	0.00000	7.04513	5.55101	67.89753	3.07684	5.36967	1161.41122	7.15042	62.70692	0.46005
7.48297	75.34460	7.73711	5.77144	-60.94228	8.49207	23.39502	6.43404	0.00000	5.44762	5.76489	68.54716	4.22004	5.38160	1107.30869	7.40437	73.17709	14.67751
4.44323	28.81818	5.88232	7.76202	150.99292	5.58279	11.06613	4.81471	1.00000	6.20083	5.85142	64.21379	2.65239	6.37859	1115.62392	6.99485	55.51677	-33.75881
6.08287	64.89833	11.91288	4.54339	2.12213	8.47019	3.24596	5.87863	1.00000	7.55205	9.96713	71.14250	11.03204	9.32044	1132.73504	8.83861	53.49770	48.8222
4.47769	28.29229	4.42186	9.69146	75.37991	8.02374	18.17992	8.25625	1.00000	8.06689	4.40569	60.32065	3.31906	5.52508	1132.73762	7.40649	30.35888	25.75728
10.57793	34.83175	6.34459	4.03518	117.27583	9.11478	7.27303	7.89020	1.00000	5.85225	8.43767	58.72935	8.10713	12.12552	1139.04953	8.54076	79.35572	35.64889
7.28317	52.96231	7.58407	8.74447	144.23058	4.44124	20.83543	9.06135	1.00000	7.84203	5.38279	74.18110	2.36063	5.81734	1168.25616	5.37825	49.01482	-5.85746
4.57583	54.04019	8.83340	6.68234	-65.71875	7.36693	30.26003	6.65370	0.00000	7.19170	5.27922	77.22836	6.45121	6.49146	1086.32910	8.06923	65.92017	-21.44345
10.37830	70.08282	7.55266	6.58872	126.665	6.92439	21.36376	5.76470	1.00000	5.67025	6.92855	65.32766	4.49835	10.17738	1142.76535	7.61112	48.91412	36.6009
7.34230	46.32858	6.62904	9.37960	30.96755	6.80602	13.01141	8.24730	1.00000	7.56593	3.73718	65.96592	2.62391	2.29801	1136.01703	7.04269	39.59682	49.07866
6.72379	59.99060	6.49876	9.15021	84.63445	8.04001	14.49614	10.97338	1.00000	6.64726	6.40879	75.89240	6.07735	5.73874	1121.54469	8.07606	36.18893	24.81757
9.12220	50.23163	8.94203	5.41999	144.23058	8.96082	6.28175	6.87190	1.00000	8.22437	7.67652	66.31150	2.74123	8.93756	1119.00066	7.02610	36.01208	-5.85746
